1411,"AGP JAMON",0.00,"","AGR PIZZAS"
1413,"AGP PIMENTON",0.00,"","AGR PIZZAS"
1415,"AGP CEBOLLA",0.00,"","AGR PIZZAS"
1417,"AGP CHAMP",0.00,"","AGR PIZZAS"
1419,"AGP TOMATE",0.00,"","AGR PIZZAS"
1421,"AGP ACEITUNA",0.00,"","AGR PIZZAS"
1423,"AGP CHOCLO",0.00,"","AGR PIZZAS"
1427,"AGP AJI",0.00,"","AGR PIZZAS"
1429,"AGP PINA",0.00,"","AGR PIZZAS"
1121,"PZ BLUEMOOON FAM",15990.00,"BEB,JUG,CERV","PIZZAS"
4705,"PROMO GIN VERANO",8500.00,"VINOS/ESP","PROMOS"
4707,"PROMO GIN 97CAL",8500.00,"VINOS/ESP","PROMOS"
4213,"BACARDI BERRIE",7000.00,"VINOS/ESP","RON"
9090,"CIGARRILLOS         @",7000.00,"MENSAJES","MENSAJES"
167,"1/2 LT MOJITO COCO",6000.00,"","MOJITOS DELIVERY"
523,"CEVICHE CAMARON",6990.00,"ALIMENTOS","TABLAS"
525,"CEVICHE OSTION",6990.00,"ALIMENTOS","TABLAS"
4712,"PROMO MISTRAL + RED",5500.00,"VINOS/ESP","PROMOS"
4801,"COSMOPOLITAN HH",6000.00,"COCTELES","CLASICOS HH"
4803,"CLAVO OXIDADO HH",8000.00,"COCTELES","CLASICOS HH"
4805,"JACK OXIDADO HH",14000.00,"COCTELES","CLASICOS HH"
4807,"OLD FASHIONED HH",6000.00,"COCTELES","CLASICOS HH"
4809,"NEGRONI HH",6000.00,"COCTELES","CLASICOS HH"
4811,"RUSO NEGRO HH",6500.00,"COCTELES","CLASICOS HH"
4813,"RUSO BLANCO HH",7000.00,"COCTELES","CLASICOS HH"
4815,"TOM COLLINS HH",6000.00,"COCTELES","CLASICOS HH"
4817,"JOHN COLLINS HH",6500.00,"COCTELES","CLASICOS HH"
4819,"MARTINI DRY HH",5000.00,"COCTELES","CLASICOS HH"
4821,"DIRTY MARTINI HH",5000.00,"COCTELES","CLASICOS HH"
4823,"MANHATTAN HH",5000.00,"COCTELES","CLASICOS HH"
4827,"TEQUILA MARGARITA HH",6500.00,"COCTELES","CLASICOS HH"
4829,"TEQUILA BLUE HH",6500.00,"COCTELES","CLASICOS HH"
4831,"TEQUILA SUNRISE HH",6500.00,"COCTELES","CLASICOS HH"
4833,"APEROL HH",8000.00,"COCTELES","CLASICOS HH"
4835,"RAMAZZOTTI HH",8000.00,"COCTELES","CLASICOS HH"
4837,"PAEAFAIT AMOUR HH",7000.00,"COCTELES","CLASICOS HH"
4901,"DAIQUIRI FRUTILLA HH",6000.00,"COCTELES","COCKTAILS HH"
4903,"PINA COLADA HH",7000.00,"COCTELES","COCKTAILS HH"
4905,"FRUTILA COLADA HH",7000.00,"COCTELES","COCKTAILS HH"
4907,"SEXO EN LA PLAYA HH",6500.00,"COCTELES","COCKTAILS HH"
4909,"ORGASMO HH",7000.00,"COCTELES","COCKTAILS HH"
4911,"ORGASMO MULTIPLE HH",7500.00,"COCTELES","COCKTAILS HH"
4913,"HAWAI BLUE HH",7500.00,"COCTELES","COCKTAILS HH"
4915,"MIAMI VICE HH",7000.00,"COCTELES","COCKTAILS HH"
4917,"PRIMAVERA CHERRY HH",7000.00,"COCTELES","COCKTAILS HH"
4919,"CAIPIRINHA HH",6500.00,"COCTELES","COCKTAILS HH"
4921,"CAIPIROSKA HH",6500.00,"COCTELES","COCKTAILS HH"
5001,"MOJITO CLASICO HH",6500.00,"COCTELES","MOJITOS HH"
5003,"MOJITO BERRIE HH",6500.00,"COCTELES","MOJITOS HH"
